Identifier,Character,Dialogue,Filename,Line Number
start_af35bdb7,mc,Y-You were watching us?!,game/script.rpy,1052
start_dbd0348f,Machiko,"Indeed. It was taking you both such a long time, I grew rather curious and snuck out.",game/script.rpy,1055
start_3d2f78dd,mc,But I didn't see you at all!,game/script.rpy,1056
start_8c642044,Machiko,"Well, I am a fox spirit. Hiding myself from humans, is like playing hide and seek with a child.",game/script.rpy,1059
start_ed8911e8,mc,"Then, why didn't you use your hiding skills to hide from the guards?",game/script.rpy,1060
start_9afe20e9,Machiko,"Now that you mention it, the thought never occurred to me! Hehe, well, it certainly was fun getting chased by them.",game/script.rpy,1063
start_cd34734a,Machiko,"Unfortunately, Maeko does not have the best control over her change. She is far too excitable, and is unable maintain the illusion. It is her one magical blind spot.",game/script.rpy,1064
start_f2a048dd,mc,I-I'm sure it wouldn't have been fun if the Tsundere Tyrant had caught you both.,game/script.rpy,1065
start_6e538842,Machiko,That certainly would have been an unpleasant experience.,game/script.rpy,1068
start_f38692d5,Machiko,Then again...,game/script.rpy,1071
start_6562aba0,Machiko,"I am sure you would have ended up saving me, wouldn't you, Taka-kun~?",game/script.rpy,1074
start_da2529bc,n,I noticed a subtle change in Machiko's voice as the sweet sugar-coated words caused my cheeks to flush red.,game/script.rpy,1075
start_02969b20,n,I really wasn't any good at dealing with this girl's flirty attitude...,game/script.rpy,1076
start_0fe20828,n,"Stepping backwards, I turned towards the stairs at the end of the corridor and replied in a hurried tone.",game/script.rpy,1077
start_49d054eb,mc,M-Maeko-chan is waiting for us.,game/script.rpy,1078
start_5f03fd08,n,"And with that, I rushed towards the kitchen, with Machiko giggling behind me as she followed.",game/script.rpy,1079
start_df01a72a,Maeko,"Ah! Good morning, both of you! I fixed up some eggs and toast for you! There are some oranges, too!",game/script.rpy,1083
start_a0d358cb,Machiko,"Ahh! Wonderful! Thank you, little one. You are getting better at this!",game/script.rpy,1086
start_8d5073f3,mc,"To wake up, knowing a pretty girl made my breakfast... It's good to be alive~",game/script.rpy,1087
start_6886c91f,Machiko,"Perhaps you would enjoy having one resting by your side, as well?",game/script.rpy,1090
start_a5cabc44,mc,"T-That's a bit overkill, especially considering the condition of said girl.",game/script.rpy,1091
start_d365efec,n,"I recalled the sight of Machiko sleeping yesterday and my cheeks immediately grew red. I quickly sat down at the table, trying to distract myself by changing the subject.",game/script.rpy,1092
start_ed8d092e,mc,"So, thanks to you two, I learned a little about this world. How about I return the favor and talk about mine? Do you have anything you want to ask?",game/script.rpy,1093
start_124c73e8,Maeko,Oh! Yes! I want to know! What are the spirits like in your world?,game/script.rpy,1096
start_531dd3af,mc,"Hmm, spirits, you say?",game/script.rpy,1097
start_f624edf8,n,I thought about her question for a moment before I replied with a sheepish grin.,game/script.rpy,1098
start_f19e3584,mc,"Well, in my world, spirits only exist in folktales. They appear in stories, and certain religions even worship them, but it's not like we got them running around like they do in this world.",game/script.rpy,1099
start_c5ff3285,Machiko,"Folktales? Worship? Your world is strange, Taka-kun.",game/script.rpy,1102
start_7e3ddf20,Maeko,"Aww, that's kinda boring. What about your life? Are you a defender of your village? You said something about 'chew-doe' before. What is that?",game/script.rpy,1105
start_d14789b0,mc,"You mean judo? Well, in my world, people go to this place called school. It's basically a place of knowledge, where you learn a lot of things before you're considered an adult in our society.",game/script.rpy,1106
start_084499fd,mc,"But in my world, the 'defenders' are known as the police. They keep things peaceful and such. I'm just a student. I guess you could say that I'm studying to become a defender, not just of my village, but of my whole country.",game/script.rpy,1107
start_f2bb41e7,n,It was a bit exaggerated but... It felt kind of nice to call myself a defender.,game/script.rpy,1110
start_a2c1d5e8,Maeko,"Hehe, that sounds weird! Is the pole-ease like, the army or something? Defending the whole nation?",game/script.rpy,1113
start_d1563c58,Machiko,"Your world is very strange, Taka-kun...",game/script.rpy,1114
start_ffa94d95,mc,"I wouldn't call it strange, Machiko-san. It's this world that's weird. But no, the police is like the guards in the village. We do have an actual army that defends the country, though.",game/script.rpy,1115
start_fbe93d5d,Maeko,"Hehehe. Either way, your world sounds like fun, especially if everyone's like you. Anyway, we...",game/script.rpy,1116
start_d3a31cb6,Maeko,"Oh no! No! Oh, dang it! These oranges all have worms in them! Eww, eww, eww, eww!! Onee-sama, did you forget to check them again?",game/script.rpy,1119
start_51a97467,Machiko,"Oh, how terrible. I must have been overcome with fatigue, and never gotten around to checking them properly.",game/script.rpy,1120
start_a95789e4,Maeko,Buuu! Big ol' lazy meanie! I'll just have to go and get some apples instead...,game/script.rpy,1122
start_67baeae2,n,"As Maeko went outside to grab some apples, my eyes drifted towards Machiko who was observing me with a content smile, clearly pleased with something.",game/script.rpy,1126
start_783a849c,Machiko,"Ahh. It is such a relief to see her in such a good mood. It has been a tough few months, I must admit. She has been upset that her magical skills have not been progressing as fast as they once did.",game/script.rpy,1128
start_415bed66,mc,"We all have our ups and downs, especially when it comes to studying. I still remember how I used to dread exams. So little time for my judo... It made me rather sad at times.",game/script.rpy,1129
start_a2dedc93,Machiko,"That does sound rather stressful. Tell me, Taka-kun, what it is that you study? I am intrigued by this school notion.",game/script.rpy,1130
start_6811e419,mc,"Well, my situation is a bit different from most. While I go to school like everyone else, I actually aim to become an athlete.",game/script.rpy,1131
start_3955e300,mc,"To explain it in a way you'd understand: an athlete is someone who practices a certain sport, and those who are among the best end up representing their country.",game/script.rpy,1132
start_61a2a518,mc,I have an upcoming tournament that will decide whether or not I will be able to represent my country in judo.,game/script.rpy,1133
start_ebf96b08,Machiko,"I think I understand. Your focus is on your strength, while still gathering knowledge to allow yourself a multitude of options. An interesting method.",game/script.rpy,1134
start_d267fdbe,Machiko,I should thank you.,game/script.rpy,1135
start_fa174a46,mc,"I guess you could say it like that, but why thank me?",game/script.rpy,1136
start_136fb137,Machiko,"I believe that your sudden appearance in our world has had a lot to do with Maeko's newfound joy. I can hear her singing, something I have not heard in weeks.",game/script.rpy,1137
start_d5a252ac,Machiko,"It warms my heart to see her so overjoyed, and I believe it is because of you. Thank you, Taka-kun.",game/script.rpy,1138
start_754efddc,mc,"I doubt that's the only reason, but you're welcome.",game/script.rpy,1139
start_bdd877f8,n,I smiled bashfully at Machiko before continuing.,game/script.rpy,1140
start_80a466a3,mc,"Then again, I should also thank you busting my rear out of jail. I don't want to think about what I would have been doing if I was still in the care of the Tsundere Tyrant.",game/script.rpy,1141
start_433bf89c,Machiko,"Haha, you are most welcome. But please, do not be so hard on Miyo-chan. There are many things here beyond her control.",game/script.rpy,1142
start_7fc835ad,Machiko,"But perhaps it is out of our hands for now. I still wish to thank you, Taka-kun~ I have been wondering how I might repay you for bringing such joy to Maeko-chan.",game/script.rpy,1143
start_09145e83,mc,Repay me?,game/script.rpy,1144
start_8902a931,n,"For a moment, my thoughts drifted towards a certain idea, but my cheeks quickly turned scarlet red at the thought.",game/script.rpy,1145
start_7b1aeee3,n,I couldn't ask something like that of her.,game/script.rpy,1146
start_523bcffa,mc,I-I'm not sure I have anything in mind. I think your smile is enough.,game/script.rpy,1147
start_5d8f1398,Machiko,"You are a true gentleman, Taka-kun. It's a shame, though. I was thinking of such naughty things, too!",game/script.rpy,1148
start_93671077,n,"The fox spirit giggled to herself as she turned towards the garden, watching Maeko struggle to descend from one of the trees with an arm full of apples.",game/script.rpy,1149
start_e9e81dda,Machiko,Maeko-chan! There are only three of us! Your belly does not count for a fourth person!,game/script.rpy,1150
start_4e11ea61,mc,"Speaking of a fourth person, it sounded like you two used to talk a lot with the spirit at the shrine. Why do you get so nervous whenever this Tsuyuri's involved?",game/script.rpy,1151
start_fd276a07,Machiko,"Nyeh! Th-That's not important, ehehe. Oh, is that a giant bird carrying the seed of the world tree? Oh, maybe it is. I should go and...",game/script.rpy,1152
start_16e0920f,mc,"Ah, Tsuyuri-dono, thank you for visiting us today. Machiko-san is right over there--",game/script.rpy,1153
start_4dadd614,Machiko,"AHH! Tsuyuri, no, I'm sorry, I have just been terribly busy! Please, forgive me, Tsuyuri-sama!",game/script.rpy,1157
start_dbad3488,mc,"Woah, to think you'd get that flustered... Is she that amazing of a person?",game/script.rpy,1158
start_b4e7dfa1,Machiko,"Y-You don't understand. It is... complicated. There are certain skills that I, as a fox spirit, possess. A subtle way of talking or acting that influence how people perceive me.",game/script.rpy,1160
start_e055e73a,Machiko,"They are... hmm, I suppose they would be considered social skills, but for spirits. Tsuyuri is capable of completely negating these, and it leaves me feeling rather nervous and helpless.",game/script.rpy,1161
start_de5eedee,mc,"I see. So, basically she's immune to your flirting and...",game/script.rpy,1162
start_09282257,n,"Connecting the dots in my mind, I planted the palm of my hand against my forehead.",game/script.rpy,1163
start_3c861b02,mc,Now I get it. You are afraid of approaching her because this Tsuyuri is a bigger flirt than you. But if she's flirting with you...,game/script.rpy,1164
start_6d66b452,mc,"Oh, I see... You swing that way...",game/script.rpy,1165
start_c654eebd,n,"For some reason, I suddenly felt rather disappointed.",game/script.rpy,1166
start_f9a40547,Machiko,"T-T-THAT'S NOT TRUE! W-W-Well... maybe... I mean, she has an overpowering presence, and it does not allow me to properly... um... do my thing. I'm not sure what you mean by swinging, however...",game/script.rpy,1167
start_aefdf65e,mc,"It, uh... It means that you... you know... like... girls?",game/script.rpy,1168
start_95f0ef26,Machiko,"Oh, really? Well... how about we forget all about Tsuyuri for now, and I show you exactly which way I do 'swing', Taka-kun?",game/script.rpy,1169
start_28ee5c41,mc,Th-That won't be necessary!,game/script.rpy,1170
start_6344c7f2,mc,"But she must be quite a challenge to deal with, considering...",game/script.rpy,1171
start_76e1cf96,n,I briefly lowered my voice to a whisper.,game/script.rpy,1172
start_f74af0f8,mc,You're already a handful to deal with once you start your teasing...,game/script.rpy,1173
start_6fe1a618,Machiko,"Hahaha! You are perhaps less the gentleman I thought you to be, Taka-kun!",game/script.rpy,1174
start_b058e6e7,mc,"What am I, then?",game/script.rpy,1175
start_53da8117,Machiko,"A lovable rogue, perhaps? Or maybe you see yourself as more of a hero type?",game/script.rpy,1176
start_5ddffe41,mc,"Of course I'm a hero. A perverted one, but a hero nonetheless!",game/script.rpy,1177
start_1c9586c8,Maeko,Onee-sama! Taka-nii!,game/script.rpy,1178
start_b85c5677,mc,"Welcome back, Maeko-chan. How did the hunt for the golden apple go?",game/script.rpy,1184
start_afbfd13f,Maeko,"Hehe, no golden ones, but I got a load of good ones! Even one that's shaped like a heart! You can have that one, Taka-nii!",game/script.rpy,1187
start_7ff7a4de,mc,An apple shaped like a heart...? Interesting. Does this mean you're confessing your love to me by giving me this?,game/script.rpy,1188
start_eb1d922c,Maeko,"Ehehe, maybe I am!",game/script.rpy,1189
start_07a838f4,n,"I seriously think Ichikawa would kill me, if he saw me in my current situation...",game/script.rpy,1190
start_8bb23766,mc,"Why thank you, fair lady. I shall savor every moment of its sweet flavor~",game/script.rpy,1191
start_8f78d9db,Machiko,"Maeko! How could you betray your love of me, your one and only sister? Did our time together mean nothing? Oh my!",game/script.rpy,1194
start_50d1336f,Maeko,"Hehehe! But I love you too, onee-sama! I found a super big apple for you!",game/script.rpy,1195
start_723d7f53,mc,Polygamy at its finest.,game/script.rpy,1196
start_c3170072,Maeko,"Well, we better hurry up! We're going to go see Tsu-chan!",game/script.rpy,1197
start_87d1684e,Machiko,"Wait, what...? I thought we would at least need to ask for her permission, and wait until she grew bored enough to reply.",game/script.rpy,1200
start_16c8fbe5,Maeko,"I know, but when I was picking apples, I found one of her tiny familiars. She said she wanted to see us today!",game/script.rpy,1201
start_7d73eb38,Machiko,"Oh, poopie...",game/script.rpy,1202
start_2079d481_7,centered,...,game/script.rpy,1205
start_acc7d88d_3,centered,.....,game/script.rpy,1206
start_fec35ed7_6,centered,.........,game/script.rpy,1207
start_6eb2bb6f,n,"Following the directions Maeko had received, we set off from the mansion.",game/script.rpy,1210
start_94b93267,n,"The three of us made our way through the forest, somehow managing to stay on route with the help of the familiar.",game/script.rpy,1211
start_c4688731,n,"It didn't take us long before we arrived at the place where Machiko had fallen into the river. They say that a cautious fox is worth two, so we made it past the river without further ado.",game/script.rpy,1212
start_fbe51365,mc,"So, according to these familiars, the shrine is supposed to be up ahead?",game/script.rpy,1217
start_ee955a19,n,"My gaze had fallen upon a series of steps that went up the hill from the dirt path, a gate standing at the top.",game/script.rpy,1218
start_ee10e247,Machiko,"Oh no... What could she want from us...? She never summons us. She always bumps into us by chance... why, why, why has she called for us, I wonder?",game/script.rpy,1221
start_51c2affe,Maeko,"Hehehe, you're so silly. I'm sure it's nothing to be worried about! Maybe she has found a way to stop my headaches!",game/script.rpy,1222
start_6ad11ca2,mc,"Now, that would be truly wonderful, but it is no use guessing.",game/script.rpy,1223
start_11fec5f2,n,"With a stride of confidence in my steps, I swiftly climbed the stairs, the girls quickly following in my wake. One was mimicking my own bold steps, while the other followed with small, slow paces.",game/script.rpy,1224
start_dc88a61f,Maeko,"Come on, onee-sama! Why don't we make a game of it? To take your mind off of it. We could play Hop Along Dandy! Hop! Hah!",game/script.rpy,1225
start_6e736865,Machiko,Maeko-chan...,game/script.rpy,1228
start_1389873f,n,"The spunky girl hopped past me, giving out commands that the older girl seemed to be following.",game/script.rpy,1233
start_424db268,n,"They both moved one step at a time, either hopping, stepping, or jumping to the next step. When one fumbled, the other took another step, and the command then switched to the other girl.",game/script.rpy,1234
start_81578392,n,"The panic that had almost set in, had seemingly vanished as Machiko continued the silly little game with her sister.",game/script.rpy,1237
start_536b9aa3,n,"The two soon reached the top of the steps, and a voice I could have sworn I had heard somewhere before, resounded in the air.",game/script.rpy,1238
start_8803e31e,Mysteriousvoice,"How adorable. Maeko-chan hasn't changed a bit in all those years, still hopping around on my doorstep like a bunny.",game/script.rpy,1239
start_81b934f7,Machiko,Eep!,game/script.rpy,1246
start_83882ed6,n,"At the sound of the voice, Machiko let out a cry of surprise, her body trembling slightly as its owner revealed herself.",game/script.rpy,1247
start_d2d181ec,n,"The one responsible for Machiko's reaction seemed to be a familiar figure that hopped off of the gate with ease and landed gracefully before us, her tail sweeping back and forth through the air.",game/script.rpy,1249
start_028c4ba0,MysteriousGirl,"And Machi-tan, I'm so delighted to see you again. It's been a while since we last 'played'. Have you been well?",game/script.rpy,1253
start_1d2ef6e5,Maeko,Hi~ Tsu-chan! We were playing a really fun game just now!,game/script.rpy,1258
start_68969f7f,Machiko,"H-H-Hello... Tsuyuri-sama.... W-We are doing well, thank you.",game/script.rpy,1263
start_d55564f7,Tsuyuri,"It did look like a very cute game. Then again, it might have been because two really cute girls were playing it.",game/script.rpy,1264
start_5b8090e0,Machiko,Ehehehe.,game/script.rpy,1265
start_427b16ba,Tsuyuri,"Still, I'm surprised you didn't join them, human. Couldn't keep up with their steps?",game/script.rpy,1266
start_073a940b,mc,I was more interested in meeting you than playing some game.,game/script.rpy,1267
start_ee7c8abc,Tsuyuri,"How unfortunate. To ignore the appeal that games hold... It isn't healthy to always look upon life with such a serious and worrisome attitude. Isn't that right, dear Machi-chan?",game/script.rpy,1270
start_3963e581,Maeko,"That's not fair, Tsu-chan! Taka-nii didn't know the rules, and it wouldn't be fair to bring someone in half way. If he learns how to play, I'm sure he'll join in next time!",game/script.rpy,1273
start_bc35c82d,Machiko,"I, uh... That's.... it's not, um... healthy?",game/script.rpy,1274
start_bac05c8e,n,"The girl took a deep breath and closed her eyes, composing herself.",game/script.rpy,1275
start_f4857b87,Machiko,M-Maeko's right. T-Taka-kun has yet to l-learn the game. I-It's not his fault.,game/script.rpy,1276
start_cc547e83,Tsuyuri,"I'm just teasing him, dearest. There's no need to get so worked up. But I'm glad that you are all here. One thing surprises me, however...",game/script.rpy,1279
start_54be4779,Maeko,What is it?,game/script.rpy,1282
start_a77ad4a3,Tsuyuri,The fact that your precious Taka-kun is here with you.,game/script.rpy,1285
start_61a7d3ab,Tsuyuri,"Doesn't it strike you both as odd? A human like him, being so friendly with spirits? The last time I recall seeing such a thing, was when Machi-tan was but a toddler.",game/script.rpy,1286
start_cc8f3493,Tsuyuri,This has me curious. Why is he here with you rather than someone of his own kind?,game/script.rpy,1287
start_d4f273eb,Machiko,"Th-That's... The guards from the village... They arrested him because of our actions. He helped us escape, and was arrested instead.",game/script.rpy,1288
start_e1c14771,Machiko,"We rescued him, and allowed him to stay with us. I-It's fine! I swear, he's just a nice human. He seems to be... um... not from around here, though.",game/script.rpy,1289
start_6db85b22,Tsuyuri,"You need not take offense, my dear. I simply find it rather fascinating to see a human defend a spirit. I'm well aware that he is not from the village.",game/script.rpy,1292
start_b6e91627,Tsuyuri,"I take little interest in the close-minded humans of this realm. So, your assumptions are correct: the boy is not a being of this world.",game/script.rpy,1293
start_6c762d37,Tsuyuri,"And yet... he might end up playing an important role, whether he likes it or not.",game/script.rpy,1296
start_63527cad,mc,"I already told Maeko-chan and Machiko-san this before, but it doesn't matter to me whether they're spirits or not. I like this place. That said, I'd still like get back to my own world.",game/script.rpy,1297
start_250045b2,mc,I have an important tournament to prepare for.,game/script.rpy,1298
start_6b23fb20,Tsuyuri,"Ah, right, your upcoming battle. Let's take this discussion inside, shall we?",game/script.rpy,1299
start_d3759fe1,Machiko,"We will await your return, Taka-kun.",game/script.rpy,1300
start_c45bc145,n,"It seemed like the sisters could no longer accompany me. Feeling nervous, my steps grew a bit hesitant as I followed the spirit inside.",game/script.rpy,1301
start_84354499,Tsuyuri,Here we are. The place of our very first conversation. I guess now would be a good time to introduce myself.,game/script.rpy,1305
start_fbb21aa9,Tsuyuri,"My name is Tsuyuri, and just like your two companions out there, I am one of the spirits that inhabit this realm.",game/script.rpy,1308
start_7550278e,mc,"But you're different from them, aren't you?",game/script.rpy,1309
start_d02d7567,Tsuyuri,"How observant of you! Yes, there is a difference between myself and most other spirits.",game/script.rpy,1312
start_394dad61,Tsuyuri,"Spirits abide to a rather simple hierarchy. The stronger the spirit, the higher their standing. Then again, strength is often associated with experience.",game/script.rpy,1315
start_aa287540,mc,"So, what? You're saying that you're an ancient being or something?",game/script.rpy,1316
start_d255858b,Tsuyuri,"I wouldn't go that far, Takahiro. It's rude to question a girl's age.",game/script.rpy,1319
start_20a88dfd,Tsuyuri,But let's move on to the subject of your desire to return to your own world...,game/script.rpy,1322
start_22ff7c5c,mc,You're going to send me back? Great!,game/script.rpy,1323
start_a4ec5f3e,Tsuyuri,I'm afraid sending you back is beyond my capabilities.,game/script.rpy,1326
start_86ffbb7c,mc,H-Hold on! Weren't you the one who sent me here in the first place?,game/script.rpy,1327
start_3e557064,Tsuyuri,"I'm afraid that wasn't the case. It was your wish that sent you here. During our first encounter, I DID mention that this place was special, didn't I?",game/script.rpy,1330
start_e01cdcd1,n,"Now that I thought about it, she did mention something along those lines. I briefly closed my eyes, trying to recall what she had said before.",game/script.rpy,1331
start_c0511c9d,centered,This is a place like no other.,game/script.rpy,1334
start_bfeec6e9,Tsuyuri,"That's right. Having spent time with the fox spirits, you likely already know that there is magic in this world.",game/script.rpy,1340
start_506d84be,Tsuyuri,"However, it's not as though Maeko-chan herself possesses said magic. Rather, her body is simply able to connect with it.",game/script.rpy,1341
start_00755b2e,mc,That sounds... a bit complicated.,game/script.rpy,1342
start_0a18bedf,Tsuyuri,The bodies of people who are capable of using magic create a special kind of 'link' to the magic of this world.,game/script.rpy,1345
start_5c1ad630,Tsuyuri,Try to imagine it like this: the magic within this world flow through several gateways. We commonly refer to them as Mana Gateways.,game/script.rpy,1346
start_0555f240,Tsuyuri,"Those who posses the ability to use magic, draw on the mana flowing from these gates.",game/script.rpy,1347
start_0a2906f8,Tsuyuri,A different term for these people is 'Mana Receivers'.,game/script.rpy,1348
start_172919c7,mc,"So, you're also drawing on this magic?",game/script.rpy,1349
start_540f32a2,Tsuyuri,"Hah! No, my boy, I am not borrowing the magic of this realm. I'm powerful enough to perform magic on my own.",game/script.rpy,1350
start_3e37315b,Tsuyuri,"However, this shrine is located on a Mana Gateway, which could explain why the shrine in your world is said to be capable of granting wishes.",game/script.rpy,1351
start_59c0dcf3,mc,"Then, why can't you use that magic to send me back?",game/script.rpy,1352
start_bbd429f5,Tsuyuri,"Because it is not my magic that brought you here. It's the magic of the shrine, or rather, the world itself that pulled you into this realm.",game/script.rpy,1355
start_17c2887e,mc,"So, you're saying that I'm stuck here forever?",game/script.rpy,1356
start_f1fc0a8d,Tsuyuri,Not forever. You simply need to carry out the will of the world.,game/script.rpy,1357
start_f0d4a8d1,mc,"Oh, great... You're saying this world has a will of its own now? And how the hell am I going to find out what it wants me to do?",game/script.rpy,1358
start_e78e1677,Tsuyuri,"That's what you have me for, silly. I'm the guardian of this shrine, so obviously I know of its intentions. In your case, the task you were given was quite a harsh one.",game/script.rpy,1361
start_edd7937f,mc,Don't tell me I have to collect wedding sashes!,game/script.rpy,1362
start_0378d010,Tsuyuri,And marry my Machi-chan in the process? You wish!,game/script.rpy,1365
start_0be8cbcf,Tsuyuri,Teasing aside... This region is having its fair share of problems...,game/script.rpy,1368
start_2131526d,Tsuyuri,"Spirits and humans have lived apart for a long time, but it wasn't always like this.",game/script.rpy,1371
start_436e4e80,mc,"Wait, spirits have a world of their own?",game/script.rpy,1372
start_eaf0f8d5,Tsuyuri,"Yes. But that realm has started to merge with this one, causing some spirits to find themselves trapped here.",game/script.rpy,1375
start_0f94c719,Tsuyuri,"Unfortunately, this happened before the more powerful spirits had the opportunity to reverse the damage done.",game/script.rpy,1376
start_2eec0a50,mc,Does that mean that Machiko-san and Maeko-chan are--,game/script.rpy,1377
start_3a400f58,Tsuyuri,"They don't belong in this world, although neither of them likely realize this. They were much alike human toddlers when they first arrived in this world.",game/script.rpy,1380
start_94602ec9,n,I slowly started to understand the reason why the fox spirits and the villagers were on such bad terms.,game/script.rpy,1381
start_6d054c52,n,"Anyone would be restless if beings from another world, that you had never heard of, suddenly showed up at your doorstep.",game/script.rpy,1382
start_7a3b9c9b,mc,Is that why there is so much tension between them and the villagers?,game/script.rpy,1383
start_5b82f661,Tsuyuri,I'm afraid that the fox sisters became the victims of a misunderstanding.,game/script.rpy,1386
start_9f6ac289,Tsuyuri,"You see, Machi-tan and Maeko-chan aren't the only spirits within this realm. There are others, which has caused things to escalate.",game/script.rpy,1387
start_80a5684c,mc,You mean there are other fox spirits?,game/script.rpy,1388
start_f5444cb3,Tsuyuri,"Not fox spirits, but other spirits. They were sent into this realm just like the sisters, but unfortunately they were sent rather far from here.",game/script.rpy,1389
start_86b5d856,Tsuyuri,"While Machi-tan and Maeko-chan were close enough for me to care for them, the others weren't so lucky.",game/script.rpy,1390
start_0b59a7a3,mc,What do you mean? Did something happen to them?,game/script.rpy,1391
start_7156697b,Tsuyuri,"Along with Maeko-chan and Machi-tan, four... four other spirits were sent here when the worlds briefly merged.",game/script.rpy,1394
start_b3bbb9ea,Tsuyuri,"Unlike the fox sisters, those four didn't have anyone to watch over them, and as a result, they grew rather spoiled and wild.",game/script.rpy,1395
start_d6a197a5,mc,"So, what you're saying is...",game/script.rpy,1396
start_3e7e46c0,n,Spirits going wild? It sounded like a recipe for trouble.,game/script.rpy,1397
start_bb761e9e,Tsuyuri,"Yes, they grew oblivious of the way human society worked, and their behavior made humans mistake them for monsters.",game/script.rpy,1400
start_de2bf11c,Tsuyuri,"Even now, those girls and their games are mistaken as acts of violence, and as a result, tension arose between the spirits and humans.",game/script.rpy,1401
start_71e80a5e,mc,"So, Machiko-san and Maeko-chan are discriminated against because of those spirits?",game/script.rpy,1402
start_6be1a57d,Tsuyuri,"You could say that, yes.",game/script.rpy,1403
start_2ef75f6f,mc,"Then, why didn't you try to stop them?",game/script.rpy,1404
start_0922844d,Tsuyuri,Because I can't leave this forest. I am the guardian spirit of this shrine. I cannot leave my domain.,game/script.rpy,1407
start_70d82405,n,I couldn't help but wonder what purpose all this talk about spirits served. Could it have had something to do with finding my way back home?,game/script.rpy,1408
start_3142da34,mc,Do you think solving the problem with these spirits could be my ticket out of here?,game/script.rpy,1409
start_79abfe97,Tsuyuri,"Possibly. I wouldn't be surprised if dealing with those spirits would solve the problems between the spirits and humans. It would be difficult to track them down, but there may be an opportunity for you soon.",game/script.rpy,1412
start_16ed4213,mc,An opportunity?,game/script.rpy,1413
start_fbd63d96,Tsuyuri,"I'm sensing one of them, heading through the forest towards the village.",game/script.rpy,1414
start_91f46214,Tsuyuri,"If you can convince Machi-tan and Maeko-chan to help you protect the village, the villagers might be willing to accept them.",game/script.rpy,1415
start_193f9877,n,"That did make sense. If Machiko and Maeko were seen protecting the village from a possible threat, they might be forgiven for the panties incident.",game/script.rpy,1416
start_215158de,mc,Do you think it'll work?,game/script.rpy,1417
start_6c148399,Tsuyuri,"Only time will tell~ For now, you better get the girls and make haste towards the village before the wild spirit causes any more damage.",game/script.rpy,1420
start_46dcab95,n,"Nodding my head in agreement I quickly ran outside, trying to think of how I could convince Machiko and Maeko to help me save the village.",game/script.rpy,1422
start_078d5a0e,n,"Surely, they would be better off known as heroes rather than pranksters. However, I doubted that the sisters held feelings of fondness toward the villagers, considering their continued treatment of the two girls.",game/script.rpy,1423
start_bdd32b2f,Tsuyuri,I wonder how he'll solve the challenge set before him...,game/script.rpy,1426
start_e2b232fd,n,I found Machiko and Maeko talking near the steps leading back into the forest. The two girls looked like they were playing a game similar to hopscotch on the wide shrine steps.,game/script.rpy,1433
start_a53175c9,n,It was time for me to figure out how to convince the girls.,game/script.rpy,1434
start_c7eb45d8,Machiko,Ah! Taka-kun! Is everything alright? You look worried.,game/script.rpy,1439
start_63ffaf23,mc,Tsuyuri told me something interesting.,game/script.rpy,1440
start_bc82695e,Maeko,Oh! What was it? Did she... tell you onee-sama's bust size?,game/script.rpy,1441
start_fe2db984,Machiko,MAEKO!,game/script.rpy,1447
start_177ae713,Maeko,Owiee...,game/script.rpy,1448
start_14a359c6,mc,"Haha, no, nothing like that. And even if she offered to, I would've said no. I'm a gentleman, after all.",game/script.rpy,1449
start_036c7d6f,mc,"She told me about some recent events, and I think I've found a way to get you both accepted by the village.",game/script.rpy,1450
start_0f91c56c,Machiko,"Wait, what? What did she tell you? She has not told us a thing!",game/script.rpy,1453
start_39870935,mc,She didn't go into too many details. She just told me that some wild spirits caused a lot of trouble for the villagers and gave you guys a bad reputation.,game/script.rpy,1454
start_3a785cde,mc,"If we can convince the villagers that the other spirits are just playing, maybe we can figure out a way to protect them. And if you show up to help, maybe they'll warm up to you!",game/script.rpy,1455
start_7063a1d1,Maeko,Yaaaay! That'll work for sure! Tsu-chan and Taka-nii are so smart!,game/script.rpy,1458
start_f62d3269,Machiko,"Whoa, whoa, wait! Maeko, calm down. Taka-kun, there's no way the villagers will accept us that easily. Even if we convince their elder, the two guards will never forgive us for our theft...",game/script.rpy,1461
start_01fa5104,mc,I firmly believe that it's better to try something and fail than to regret not having tried.,game/script.rpy,1462
start_838f338e,mc,"I mean, those girls will probably be upset, but maybe they would be more willing to listen to your story if we were to save the village.",game/script.rpy,1463
start_8513bffb,Maeko,It's better to try something and fail than regret not having tried? But won't you be sad if you fail despite having tried so hard?,game/script.rpy,1466
start_1efcf5e1,mc,"Well, it will only hurt if I fail. Nothing is ever set in stone, so it never hurts to try!",game/script.rpy,1467
start_8361d3ba,n,"While I was rather certain this idea would work, I knew I first had to convince the girls. With the amount of confidence my tone carried, I was hopeful that it was only a matter of time before Machiko would begin to consider it. ",game/script.rpy,1468
start_6fcf8159,Machiko,"I am not so sure, Taka-kun. Do you really want to face the wrath of Miyo head on?",game/script.rpy,1471
start_8ea49dda,mc,"If it's for the sake of my friends, sure. And if we're lucky, she'll finally show that dere side of her.",game/script.rpy,1472
start_5136a694,Maeko,I'm up for it! I want to play with the people in the village! I want to be able to eat the delicious smelling foods and learn all about them!,game/script.rpy,1475
start_74224a34,mc,"What about you, Machiko-san? Don't you want to be able to walk around without the constant fear of being chased down by angry villagers? This could be the only chance we have.",game/script.rpy,1476
